,problem_id,prompts,code
235,lsn4_skill2,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write a program that gets a cadet's age, and stores it in a variable called
**your_age.**

Print the user's age + 4.

For example, if the user types:

    
    
     18

Your program should print:

    
    
    22



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
your_age = int(input())
print(your_age + 4)
"
236,lsn4_skill1,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Create a variable called  **name,  **and set it equal to your name
(represented as a string--don't forget to use the quotation marks!).



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# Solution
name = ""InsertYourNameHere""
"
237,lsn4_scoreaverage,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write an algorithm that prompts the user for three sports game scores and
outputs the average.

  
**EXAMPLE:**

| Example 1 | Example 2 | Example 3  
---|---|---|---  
Input | 8  
15  
12 | 89  
103  
63 | 14  
42  
36  
Output | 11.666666666666666 | 85.0 | 30.666666666666668  
  
**Note: Output must match (within a predefined tolerance).**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# Initial prompts for user to input three game scores
game_score1 = float(input(""Enter the first game score: ""))
game_score2 = float(input(""Enter the second game score: ""))
game_score3 = float(input(""Enter the third game score: ""))

# Calculation for average of the three scores
average_score = (game_score1 + game_score2 + game_score3) / 3

print(average_score)
"
238,lsn4_pointspread,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

A ""Point Spread"" is a term used to in sports (and gambling) to describe the
difference between two teams' scores. For example, if one team scores 20
points and another team scores 30 points, the point spread is 10. A point
spread is always a positive number.

Write an algorithm that prompts the user for two sports game scores and
outputs the point spread.  
  
**  
EXAMPLE:**

| Example 1 | Example 2 | Example 3  
---|---|---|---  
Input | 8  
15 | 89  
103 | 42  
14  
Output | 7 | 14 | 28  
  
**Note: Output must match exactly.**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# Point Spread Calculator
team1_score = int(input(""Enter the first team's score: ""))
team2_score = int(input(""Enter the second team's score: ""))

# Calculate the point spread
point_spread = abs(team1_score - team2_score)

print(point_spread)
"
239,lsn4_madlib,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Mad Libs are activities that have a person provide various words, which are
then used to complete a short story in unexpected (and hopefully funny) ways.
(EDITOR'S NOTE: Do you kids even do Mad Libs anymore?)

Complete the program to read the needed values from input, that the existing
output statement(s) can use to output a short story.

**EXAMPLE:**

If the input is:

    
    
    Eric
    Chipotle
    12
    burritos
    

Then the output is:

    
    
    Eric went to Chipotle to buy 12 different types of burritos



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
person = input()
place = input()
numeric_value = input()
objects = input()

print(person + ' went to ' + place + ' to buy ' + numeric_value + ' different types of ' + objects)
"
240,lsn4_girlscouts,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write a program that asks the user for the amount of money he/she has on
hand, and outputs the number of girl scout cookies that he/she can purchase.
Use the following prices:

$5 per box for the ""Super Six"" (Thin Mints, Samoas, Tagalongs, Do-Si-Dos,
Trefoils, Savannah Smiles)  
$6 per box for the Specialty Cookies (S'mores, Toffee-tastic)

**For this problem, assume that the user will buy all of one or the other. In
other words, output the number of boxes that he/she would be able to obtain if
he/she bought nothing but the Super Six, and nothing but the Specialty
Cookies.**

**HINT:**  
You can convert a number to an integer by using the int() function. For
example:  
 **int(2.51)** will convert the number to 2

EXAMPLE:  
If the input is:

    
    
    26

Then the output is:

    
    
    5 boxes of Thin Mints, Samoas, Tagalongs, Do-Si-Dos, Trefoils, or Savannah Smiles  
    4 boxes of S'mores and Toffee-tastic



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
money = int(input())

# computing number of boxes of super six and specialty cookies
super_six_boxes = money // 5
specialty_boxes = money // 6

print(f""{super_six_boxes} boxes of Thin Mints, Samoas, Tagalongs, Do-Si-Dos, Trefoils, or Savannah Smiles"")
print(f""{specialty_boxes} boxes of S'mores and Toffee-tastic"")
"
241,lsn4_arrivaltime,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

Write an algorithm that prompts the user for a distance to travel (in miles)
and a speed (in mph) and outputs time of arrival in hours.

  
**For Example:**

| Example 1 | Example 2 | Example 3  
---|---|---|---  
Input | 72  
60 | 1282  
85 | 120.5  
59.2  
Output | 1.2 | 15.0823 | 2.0355  
  
**Note: Output needs to match the examples.**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
distance = float(input(""Enter distance to travel in miles: ""))
speed = float(input(""Enter speed in mph: ""))

time = distance / speed

print(""{:.4f}"".format(time))
"
242,lsn23_tokens,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

Write a Python program that asks the user for the name of a file.

Your program should then read this file and count how many times each token
(i.e., word) appears (NOTE: to keep it simple, and split on the ). Finally,
let the user type a token, and print how many times that token appears (if a
word is not in your dictionary, print 0).



**HINTS:**

  * You have been provided with the file review.txt to test your code.



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
file_name = input(""Enter the name of a file: "")

try:
    with open(file_name, 'r') as file:
        tokens = file.read().split()

        counter_dict = {}

        for token in tokens:
            if token not in counter_dict:
                counter_dict[token] = 1
            else:
                counter_dict[token] += 1

        token_input = input(""Enter a token: "")

        if token_input in counter_dict:
            print(""The token"", token_input, ""appears"", counter_dict[token_input], ""times."")
        else:
            print(""The token"", token_input, ""appears 0 times."")
except FileNotFoundError:
    print(""The file"", file_name, ""does not exist."")
"
243,lsn23_skill2,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** You are being provided with a function called `mini_sort` that takes two
numbers as parameters. Modify this function so that it returns a tuple
containing the numbers in ascending order.



**EXAMPLES:**

`mini_sort(1, 2)` should return the tuple:  (1, 2)

`mini_sort(50, 40)` should return the tuple:  (40, 50)





Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def mini_sort(a, b):
    if a > b:
        return (b, a)
    else:
        return (a, b)
"
244,lsn18_triangle,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

Write an algorithm that asks the user for X and Y coordinates of a single
point (the coordinates of the top left point on the triangle), the length of
the base, and the height of a right triangle. Then, open a graphics window and
draw the triangle. The area of the triangle is should be displayed at the
bottom center of the window in black.



**HINTS:**

  * Make sure you get the user input BEFORE you open the window. Otherwise, the program will freeze.
  * The `draw_text` function will draw text on a screen. Don't worry about getting the text EXACTLY in the center (it's hard!).





Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
import graphics

# Get the top-left coordinates, base length and triangle height
top_left_x = float(input(""Enter the x-coordinate for the top-left point: ""))
top_left_y = float(input(""Enter the y-coordinate for the top-left point: ""))
base_len = float(input(""Enter the base length of the triangle: ""))
height = float(input(""Enter the height of the triangle: ""))

# Open a graphics window
win = graphics.GraphWin(""Triangle"", 600, 600)

# Create the three points of the triangle
p1 = graphics.Point(top_left_x, top_left_y)
p2 = graphics.Point(top_left_x + base_len, top_left_y)
p3 = graphics.Point(top_left_x, top_left_y + height)

# Draw the triangle
triangle = graphics.Polygon(p1, p2, p3)
triangle.draw(win)

# Calculate the area and display it
area = 0.5 * base_len * height
area_text = graphics.Text(graphics.Point(win.getWidth() / 2, win.getHeight() - 10), ""Area: "" + str(area))
area_text.setTextColor(""black"")
area_text.draw(win)

# Wait for the user to close the window
win.getMouse()
win.close()
```
This code first asks the user for the necessary input, then opens a graphics window, creates the points for the triangle based on the user's input, draws the triangle, calculates and draws the area of the triangle, and finally waits for the user to close the window."
245,lsn18_stamp,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Create a pythonGraph function called `draw_stamp` that accepts an x and y
coordinate as parameters. Add code so that this function will then draw a
picture (of your choosing) centered on that coordinate.



To test your function, create a pythonGraph window, and call your function
several times (each time, passing it a different set of x and y coordinates).



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
import pythonGraph as pG

def draw_stamp(x, y):
    pG.draw_circle(x, y, 20, pG.GREEN, True)

pG.create_window(900, 600)

# Call draw_stamp function to draw stamp at various coordinates
draw_stamp(200, 300)
draw_stamp(400, 500)
draw_stamp(600, 100)
draw_stamp(800, 400)

pG.draw_window()
"
246,lsn18_simpledrawing,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

Using pythonGraph (and the documentation for pythonGraph), experiment with
each of the drawing commands listed (drawing commands begin with the keyword
""draw""). Draw something interesting using at least 4 different drawing
commands. One of those drawing commands must be `draw_image`

**NOTE:  
** The best files will be added to our Python ""Hall of Fame"".



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
from pythonGraph import *

# Initialize a window with the defined size
init_graph()

# Use draw command to draw Circle
draw_circle(280, 50, 25, ""yellow"")

# Use draw command to draw Line
draw_line(280, 50, 150, 150, ""gray"")

# Use draw command to draw Rectangle
draw_rectangle(150, 150, 300, 200, ""cyan"")

# Use draw command to draw Image
draw_image(""example_image.jpg"", 150, 150)

# Update the graphics window
update_graph()
"
247,lsn18_randomcircles,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Create a pythonGraph that asks the user for the number of circles to draw.
Your program should then open a pythonGraph window and then draw that many
circles somewhere within view.

**Hints**

  * Import the `random` module in order to generate random numbers. There are specifically two functions that are useful:
  * `random.random()` returns a random number between 0.0 and 1.0
  * `random.randint(start, end)` returns a random integer between `start` and `end`





Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
from graphics import *
import random

def main():
    window = GraphWin(""Circles"", 500, 500)
    num_circles = int(input(""Enter the number of circles: ""))
    
    for i in range(num_circles):
        center = Point(random.random()*500, random.random()*500)
        rand_circle = Circle(center, random.randint(5,50))
        rand_circle.draw(window)
    
    window.getMouse() 
    window.close()

main()
"
248,lsn11_in_circle,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write a function that determines if a point is within a circle. You will
name your function `in_circle()`. It has five parameters:

  1. The coordinates of the point that is to be tested (x, y)
  2. The center of a circle (cir_x, cir_y)
  3. The radius of the circle (radius)

 The `in_circle()` function will return **True** if the point is on or inside
the circle, and **False** otherwise.

**IMPORTANT:  
** You are encouraged to write code to test your function. However, when you
test against the server, only include the code for the function itself (you
can comment out your test code).



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def in_circle(x, y, cir_x, cir_y, radius):
    # Formula to calculate distance between two points in a 2D plane
    distance = ((x-cir_x)**2 + (y-cir_y)**2)**0.5
    
    # If distance is greater than radius then point is outside the circle
    if distance > radius:
        return False
    # Otherwise it's inside or on the circle
    else:
        return True
"
249,lsn11_distance,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write a function that computes the distance between two points. You will
name your function `dist_points`. It has four parameters, the cordinates of
the two points as `x1, y1, x2, y2`. The `dist_points()` function will return
the distance between the two points as a floating point number.

**IMPORTANT:  
** You are encouraged to write code to test your function. However, when you
test against the server, only include the code for the function itself (you
can comment out your test code).



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
import math 

def dist_points(x1, y1, x2, y2):
    return math.sqrt((x2 - x1) ** 2 + (y2 - y1) ** 2)

    # Uncomment these lines for local testing
    # print(dist_points(1, 2, 4, 6))
    # print(dist_points(3, 2, 4, 6))
    # print(dist_points(100, 200, 300, 400))
```
In your local machine, you can uncomment the bottom lines to test the function."
250,lsn11_circle,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write a function that computes the area of a circle. You will name your
function `area_circle`. It has one parameter, the radius of the circle,
`radius`. The `area_circle()` function will return the area of the circle.

**IMPORTANT:  
** You are encouraged to write code to test your function. However, when you
test against the server, only include the code for the function itself (you
can comment out your test code).



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
import math

def area_circle(radius):
    return math.pi * radius ** 2
"
251,lsn11_asteroids,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

""Asteroids"" was an arcade game created in 1979 by Atari, Inc. In the game, the
player is given control of a spaceship that has the ability to shoot bullets.
The player is then placed in a field of floating rocks, and is tasked with
destroying them without running into them.

In this lab, you will write a ""collision detection"" function that will be used
by the game to determine if the player's ship has hit a rock. To make this
simple, assume that an imaginary circle extends from the center of the
asteroid and the player's ship (see below image). If the two circles ever
overlap one another, then a collision has occurred. (NOTE: There are more
accurate ways to detect a collision. [Click here if you want to learn more
(Links to an external site.)](https://bell0bytes.eu/basic-collision-
detection/)).

![](https://bell0bytes.eu/content/images/2019/03/spaceShipAsteroid.png)

Your function, which you will name `detect_collision()` should have six
parameters: the (x, y) coordinates of the center of player's ship, the ship's
radius, the (x, y) coordinates of the center of an asteroid, and the
asteroid's radius. Your function will return `True` if the player's ship has
hit the asteroid, and `False` otherwise.

**HINT: _  
_** _You may want to copy and paste the_  `dist_points`  _function you created
earlier. It's almost as if we are trying to demonstrate the importance of
reusable functions . . ._

**IMPORTANT:  
** You are encouraged to write code to test your function. However, when you
test against the server, only include the code for the function itself (you
can comment out your test code).



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def detect_collision(ship_x, ship_y, ship_radius, asteroid_x, asteroid_y, asteroid_radius):
    def dist_points(x1, y1, x2, y2):
        return ((x1 - x2) ** 2 + (y1 - y2) ** 2) ** 0.5

    distance = dist_points(ship_x, ship_y, asteroid_x, asteroid_y)
    return distance <= (ship_radius + asteroid_radius)
"
252,lsn10_skill2,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** You have been provided with a function called `draw_multiple_trees()` that
outputs a tree using ASCII art. Unlike the previous problem, this function
accepts a parameter that tells it how many trees to draw.

Write a program that:

  1. Gets an integer from the user and stores it in a variable. You can name this variable whatever you want.
  2. Calls the function, and passes the variable to it. 

Remember that ""passing a value"" to a function simply means putting the number
inside the parenthesis when you call it.



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# Skeleton code
def draw_multiple_trees(num_trees):
    # This function will output num_trees separate ASCII art trees.
    # You don't need to worry about how it works, just how to call it.

# Actual Answer :
num_of_trees = int(input(""Enter number of trees: ""))
draw_multiple_trees(num_of_trees)
"
253,lsn10_skill1,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** You have been provided with a function called `draw_tree()` that prints a
tree using ASCII art:

    
    
     *  
     ***  
    *****  
     |

Call this function.



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
draw_tree()
"
254,a3_6_situps,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** You have been asked to write a program that analyzes the number of situps
done by a group of cadets.  Write a program that gets from the user the number
of people tested, and gets that many situp scores (which you may assume are
whole numbers) from the user.  Your program must print out:

  * The average number of situps for the group.
  * The count of cadets that scored higher than the average.



**EXAMPLES:**

| **Example 1** | **Example 2**  
---|---|---  
**Input** | 3  
75  
90  
88  
  
  
| 5  
86  
79  
90  
90  
100  
**Output** | 84.3  
2 | 89.0  
3  
  




Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
numCadets = int(input())

totalSitups = 0
situpCounts = []
for i in range(numCadets):
    count = int(input())
    situpCounts.append(count)
    totalSitups += count

average = totalSitups / numCadets

aboveAverageCount = 0
for count in situpCounts:
    if count > average:
        aboveAverageCount += 1

print(f""{average:.1f}"")
print(aboveAverageCount)
"
255,a3_5_connect,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** You have been provided with a table that describes a connect 4 board. In
this code, a list (`connect_4`) is populated with characters representing the
location of each of the pieces (Red, Yellow, or Blank).



    
    
    X = Red; 0 = Yellow; _ = Blank



Write a program that gets two values from the user in the following order:

1) a row index, a 0 indicates the Top row and 5 the Bottom row

2) a column index, a 0 indicates the Leftmost column and 6 the Rightmost
column



Finally,  **Print  **out the contents of the table at that particular cell.



  

**HINT:**

  * Your output should be one of the following letters:  ""X"", ""0"" or ""_""



Please build your solution based on the following skeleton code: :
# AUTOGRADER IMPORT REMOVED

# --------------------------------------------------------------
# Assessment #3, Problem 5
# --------------------------------------------------------------
#DO NOT TOUCH THIS LIST!
connect_4   =      [['X', '_', '_', '_', '_', '_', '_'],
                    ['X', '_', 'X', '_', '_', '_', '_'],
                    ['0', '_', 'X', '_', '_', '_', '_'],
                    ['0', '_', '0', 'X', '_', '_', '0'],
                    ['0', '_', '0', '0', 'X', '_', 'X'],
                    ['X', '_', 'X', '0', '0', 'X', 'X']]

#Your code goes here.
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
connect_4   = [['X', '_', '_', '_', '_', '_', '_'],
               ['X', '_', 'X', '_', '_', '_', '_'],
               ['0', '_', 'X', '_', '_', '_', '_'],
               ['0', '_', '0', 'X', '_', '_', '0'],
               ['0', '_', '0', '0', 'X', '_', 'X'],
               ['X', '_', 'X', '0', '0', 'X', 'X']]

row_index = int(input())
column_index = int(input())

print(connect_4[row_index][column_index])
"
256,a3_4_testscores,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** You have been provided with a list called list_of_test_scores. Write a
program that prints out the range ( _i.e.,  _the difference between the max
and min scores)



**EXAMPLE:  
** If, for example, the list contained the values:  50, 64, 72

Your program should print:

    
    
    22





Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def calculate_range(list_of_test_scores):
  min_score = min(list_of_test_scores)
  max_score = max(list_of_test_scores)
  range_of_scores = max_score - min_score
  print(range_of_scores)

calculate_range([50, 64, 72])  # Example usage
"
257,a3_3_dogs,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** You have been provided with a list called `list_of_dogs`. Write a program
that prints out each of the items in this list (one item per line).  



**EXAMPLE:  
** If, for example, the list contained the items:  ""A"", ""B"", ""C""

Your program should print:

    
    
    A  
    B  
    C



**NOTE:**

  * You must use a loop to complete this task.  



Please build your solution based on the following skeleton code: :
# AUTOGRADER IMPORT REMOVED

# --------------------------------------------------------------
# Assessment #3, Problem 3
# --------------------------------------------------------------

# This list is being provided to you.  DO NOT TOUCH!
list_of_dogs = [""Pug"", ""Lab"", ""Yorkie"", ""Pit Bull"", ""Poodle"", ""Great Dane""]

#Your code goes here.
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# --------------------------------------------------------------
# Assessment #3, Problem 3
# --------------------------------------------------------------

# This list is being provided to you.  DO NOT TOUCH!
list_of_dogs = [""Pug"", ""Lab"", ""Yorkie"", ""Pit Bull"", ""Poodle"", ""Great Dane""]

#Your code goes here.
for i in list_of_dogs:
    print(i)
"
258,a3_1_light_aircraft,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

You have been provided with a list called `list_of_aircraft`. Write a program
that prints a single, specified aircraft from the list. Your program shall
take a number via user input used to identify which aircraft to print. For
example, if the user types a 3, you should print out the third item.



**NOTE:**

  * You may assume that the user will always enter a value that ""should"" exist within the list (e.g., the user will not enter 100 when the list only contains 5 elements)



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
list_of_aircraft = [""Airbus A320"", ""Boeing 747"", ""Cessna 172"", ""Piper PA-28"", ""Mooney M20"", ""Beechcraft Bonanza"", ""Gulfstream G650"", ""Embraer Phenom 300"", ""Bombardier Dash 8"", ""Diamond DA40""]

index = int(input(""Please enter a number: "")) - 1
print(list_of_aircraft[index])
"
259,a2_5_virus,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:  
**

You are writing a program that will help you decide if there are too many
people at a restaurant for you to dine safely. Your program will ask for the
number of people in the restaurant. It will then ask for the distance between
yourself and each of the people (in feet, which do not have to be whole
numbers). Your program will keep track of how many people are within 6 feet of
you (inclusive). Your program will then print one of the following statements:

**# of People within 6 Feet** | **0** | **1-2** | **> 2**  
---|---|---|---  
**Output** | All Clear | Warning | Find Another Place  
  


**EXAMPLES:**

  | **Example 1** | **Example 2**  
---|---|---  
**INPUT** | 3  
5.7  
10.2  
12.4 | 2  
7.0  
15.1  
**OUTPUT** | Warning | All Clear



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# number of people in the restaurant
num_people = int(input())

# list to store the distances
distances = []

# loop to ask for each person's distance
for i in range(num_people):
    distances.append(float(input()))

# calculate the number of people within 6 feet
within_six_feet = sum(1 for d in distances if d <= 6)

# print the corresponding message
if within_six_feet == 0:
    print(""All Clear"")
elif 1 <= within_six_feet <= 2:
    print(""Warning"")
else:
    print(""Find Another Place"")
"
260,a2_5_traffic_lights,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:  
**

The City Manager is having a traffic problem and asked you are to write a
program that will determine whether or not to activate a newly installed
alternate traffic light schedule to help alleviate traffic throughout the city
during peak traffic hours. Your program will ask for the number of traffic
""time periods"" to analyze. It will then ask for the traffic throughput (in
average number of cars per minute, which does not have to be a whole number)
for each ""time period"". Your program will keep track of how many ""time
periods"" are considered heavy traffic, as defined as 15 cars per minutes or
more (inclusive). Your program will then print one of the following
statements:

**# of ""time periods"" of heavy traffic** | **0** | **1-2** | **> 2**  
---|---|---|---  
**Output** | Regular Schedule | Prepare Activation | Activate New Schedule  
  
**EXAMPLES:**

  | **Example 1** | **Example 2**  
---|---|---  
**INPUT** |

3

12.8

15.0

6.7

|

3

17.3

15.1

19.2  
  
**OUTPUT** | Prepare Activation | Activate New Schedule



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# Skeleton Code
num_periods = int(input())
traffic_periods = [float(input()) for _ in range(num_periods)]

# Solution
def analyze_traffic(num_periods, traffic_periods):
    heavy_periods = 0
    for traffic in traffic_periods:
        if traffic >= 15:
            heavy_periods += 1

    if heavy_periods > 2:
        print(""Activate New Schedule"")
    elif heavy_periods > 0:
        print(""Prepare Activation"")
    else:
        print(""Regular Schedule"")

analyze_traffic(num_periods, traffic_periods)
"
261,a2_5_network_traffic,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:  
**

The 10th Communications Squadron (10 CS) recently detected a higher volume of
network traffic on the base network. The 10 CS Director of Operations asked
you are to write a program that will determine whether or not to activate an
additional Network Load Balancer (NLB) to improve the network performance
during these peak loads. Your program will ask for the number of network
traffic ""snapshots"" to analyze. It will then ask for the network load (in
Gigabits per second (Gbps), which does not have to be a whole number) for each
""snapshot"". Your program will keep track of how many ""snapshots"" are
designated as high volume network traffic, defined as loads greater than 512
Gbps. Your program will then print one of the following statements:

**# of ""snapshots"" with high network traffic volume** | **0** | **1-2** | **>
2**  
---|---|---|---  
**Output** | Ops Normal | Initialize NLB | Activate NLB  
  
**EXAMPLES:**

  | **Example 1** | **Example 2**  
---|---|---  
**INPUT** |

3

512.0

738.5

199.6

|

3

498.6

372.9

512.0  
  
**OUTPUT** | Initialize NLB | Ops Normal



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","Here's one way to solve this problem using Python programming language. This code reads the number of snapshots first. It then reads network load for each of these snapshots, and increments a counting variable for each snapshot where the network load is beyond 512 Gbps. After checking all snapshots, it checks the final count of high-load snapshots and prints out the appropriate message.

```python
# Read the number of snapshots
n_snapshots = int(input())

# Initialize a counter for high-load snapshots
high_load_snapshots = 0

# For each snapshot...
for i in range(n_snapshots):

  # Read the network load
  network_load = float(input())
  
  # If the network load is high (over 512 Gbps), increment the count
  if network_load > 512.0:
    high_load_snapshots += 1

# Now check the total count of high-load snapshots and print the appropriate message
if high_load_snapshots == 0:
  print(""Ops Normal"")
elif high_load_snapshots <= 2:
  print(""Initialize NLB"")
else:
  print(""Activate NLB"")
```

You can introduce this code to the students and walk them through it step by step to make sure they understand the logic."
262,a2_5_grades,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:  
**

You are writing a program that will help your instructors analyze student
performance on an exam. Your program will ask for the number of students in
the class. It will then ask for the grade of each student (this grade does not
have to be a whole number). Your program will keep track of how many students
received less than 70 on an assignment. Your program will then print one of
the following statements.



**# of scores below 70** | **0** | **1-2** | **> 2**  
---|---|---|---  
**Output** | Excellent | Satisfactory | Unsatisfactory  
  


**EXAMPLES:**

  | **Example 1** | **Example 2** | **Example 3**  
---|---|---|---  
**INPUT** |

4  
75.6  
80.2  
95.5  
71.0

|

3  
68.2  
72.9  
95.4

|

3  
67.0  
65.5  
68.3  
  
**OUTPUT** | Excellent | Satisfactory | Unsatisfactory  
  




Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
num_students = int(input())

below_70 = 0  # keep track of the number of students scoring below 70

for i in range(num_students):
    grade = float(input())  # input grade for each student
    if grade < 70:  # if the score is less than 70
        below_70 += 1  # increment the counter

# based on the value of the counter print the output
if below_70 == 0:
    print(""Excellent"")
elif below_70 <= 2:
    print(""Satisfactory"")
else:
    print(""Unsatisfactory"")
"
